OID_,Value,Count,,63,,63
1,63,1,,66,,66
2,66,1,,74,,74
3,74,1,,75,,75
4,75,1,,77,,77
5,77,2,,77,,77
7,78,3,,78,,78
10,79,4,,78,,78
14,80,5,,78,,78
19,81,3,,79,,79
22,82,8,,79,,79
30,83,13,,79,,79
43,84,12,,79,,79
55,85,21,,80,,80
76,86,43,,80,,80
119,87,39,,80,,80
158,88,55,,80,,80
213,89,59,,80,,80
272,90,56,,81,,81
328,91,48,,81,,81
376,92,50,,81,,81
426,93,47,,82,,82
473,94,54,,82,,82
527,95,43,,82,,82
570,96,46,,82,,82
616,97,28,,82,,82
644,98,35,,82,,82
679,99,54,,82,,82
733,100,36,,82,,82
769,101,40,,83,,83
809,102,29,,83,,83
838,103,43,,83,,83
881,104,38,,83,,83
919,105,25,,83,,83
944,106,23,,83,,83
967,107,27,,83,,83
994,108,21,,83,,83
1015,109,23,,83,,83
1038,110,27,,83,,83
1065,111,25,,83,,83
1090,112,21,,83,,83
1111,113,26,,83,,83
1137,114,26,,84,,84
1163,115,28,,84,,84
1191,116,30,,84,,84
1221,117,26,,84,,84
1247,118,40,,84,,84
1287,119,29,,84,,84
1316,120,29,,84,,84
1345,121,40,,84,,84
1385,122,39,,84,,84
1424,123,47,,84,,84
1471,124,59,,84,,84
1530,125,57,,84,,84
1587,126,61,,85,,85
1648,127,58,,85,,85
1706,128,62,,85,,85
1768,129,63,,85,,85
1831,130,84,,85,,85
1915,131,56,,85,,85
1971,132,76,,85,,85
2047,133,72,,85,,85
2119,134,72,,85,,85
2191,135,70,,85,,85
2261,136,70,,85,,85
2331,137,67,,85,,85
2398,138,68,,85,,85
2466,139,85,,85,,85
2551,140,86,,85,,85
2637,141,71,,85,,85
2708,142,72,,85,,85
2780,143,74,,85,,85
2854,144,76,,85,,85
2930,145,94,,85,,85
3024,146,89,,85,,85
3113,147,81,,86,,86
3194,148,91,,86,,86
3285,149,86,,86,,86
3371,150,94,,86,,86
3465,151,101,,86,,86
3566,152,88,,86,,86
3654,153,124,,86,,86
3778,154,96,,86,,86
3874,155,128,,86,,86
4002,156,122,,86,,86
4124,157,105,,86,,86
4229,158,129,,86,,86
4358,159,150,,86,,86
4508,160,142,,86,,86
4650,161,159,,86,,86
4809,162,134,,86,,86
4943,163,136,,86,,86
5079,164,137,,86,,86
5216,165,134,,86,,86
5350,166,151,,86,,86
5501,167,129,,86,,86
5630,168,142,,86,,86
5772,169,125,,86,,86
5897,170,99,,86,,86
5996,171,92,,86,,86
6088,172,89,,86,,86
6177,173,63,,86,,86
6240,174,61,,86,,86
6301,175,49,,86,,86
6350,176,46,,86,,86
6396,177,53,,86,,86
6449,178,44,,86,,86
6493,179,22,,86,,86
6515,180,28,,86,,86
6543,181,16,,86,,86
6559,182,14,,86,,86
6573,183,9,,86,,86
6582,184,9,,86,,86
6591,185,7,,86,,86
6598,186,9,,86,,86
6607,187,10,,86,,86
6617,188,4,,86,,86
6621,189,6,,86,,86
6627,190,4,,87,,87
6631,191,7,,87,,87
6638,192,6,,87,,87
6644,193,4,,87,,87
6648,194,2,,87,,87
6650,195,3,,87,,87
6653,196,1,,87,,87
6654,197,1,,87,,87
6655,198,1,,87,,87
6656,199,2,,87,,87
6658,200,4,,87,,87
6662,202,3,,87,,87
6665,203,5,,87,,87
6670,204,4,,87,,87
6674,205,3,,87,,87
6677,207,4,,87,,87
6681,208,3,,87,,87
6684,209,5,,87,,87
6689,210,7,,87,,87
6696,211,3,,87,,87
6699,212,3,,87,,87
6702,213,7,,87,,87
6709,214,2,,87,,87
6711,215,5,,87,,87
6716,216,10,,87,,87
6726,217,5,,87,,87
6731,218,6,,87,,87
6737,219,6,,87,,87
6743,220,12,,87,,87
6755,221,9,,87,,87
6764,222,11,,87,,87
6775,223,18,,87,,87
6793,224,14,,87,,87
6807,225,13,,87,,87
6820,226,16,,87,,87
6836,227,18,,87,,87
6854,228,22,,87,,87
6876,229,20,,87,,87
6896,230,24,,87,,87
6920,231,25,,88,,88
6945,232,24,,88,,88
6969,233,30,,88,,88
6999,234,32,,88,,88
7031,235,40,,88,,88
7071,236,44,,88,,88
7115,237,43,,88,,88
7158,238,47,,88,,88
7205,239,48,,88,,88
7253,240,63,,88,,88
7316,241,61,,88,,88
7377,242,63,,88,,88
7440,243,67,,88,,88
7507,244,101,,88,,88
7608,245,59,,88,,88
7667,246,86,,88,,88
7753,247,74,,88,,88
7827,248,94,,88,,88
7921,249,90,,88,,88
8011,250,93,,88,,88
8104,251,90,,88,,88
8194,252,81,,88,,88
8275,253,91,,88,,88
8366,254,103,,88,,88
8469,255,83,,88,,88
8552,256,101,,88,,88
8653,257,74,,88,,88
8727,258,60,,88,,88
8787,259,66,,88,,88
8853,260,60,,88,,88
8913,261,68,,88,,88
8981,262,59,,88,,88
9040,263,71,,88,,88
9111,264,48,,88,,88
9159,265,38,,88,,88
9197,266,38,,88,,88
9235,267,38,,88,,88
9273,268,38,,88,,88
9311,269,37,,88,,88
9348,270,26,,88,,88
9374,271,22,,88,,88
9396,272,21,,88,,88
9417,273,19,,88,,88
9436,274,20,,88,,88
9456,275,17,,88,,88
9473,276,20,,88,,88
9493,277,15,,88,,88
9508,278,14,,88,,88
9522,279,9,,88,,88
9531,280,15,,88,,88
9546,281,8,,88,,88
9554,282,4,,88,,88
9558,283,4,,88,,88
9562,284,7,,88,,88
9569,285,5,,88,,88
9574,286,4,,89,,89
9578,287,1,,89,,89
9579,288,2,,89,,89
9581,289,3,,89,,89
9584,290,2,,89,,89
9586,291,4,,89,,89
9590,292,3,,89,,89
9593,293,3,,89,,89
9596,294,4,,89,,89
9600,296,1,,89,,89
9601,297,3,,89,,89
9604,298,1,,89,,89
9605,300,2,,89,,89
9607,301,3,,89,,89
9610,302,2,,89,,89
9612,304,1,,89,,89
9613,306,1,,89,,89
9614,309,1,,89,,89
9615,316,1,,89,,89
9616,327,1,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
,,,,89,,89
