OID_,Value,Count,,149,,,149
,,,,247,,,247
,,,,248,,,248
,,,,248,,,248
,,,,248,,,248
,,,,249,,,249
,,,,249,,,249
,,,,249,,,249
,,,,249,,,249
,,,,249,,,249
,,,,249,,,249
,,,,249,,,249
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,251,,,251
,,,,251,,,251
,,,,251,,,251
,,,,251,,,251
,,,,251,,,251
,,,,252,,,252
,,,,252,,,252
,,,,252,,,252
,,,,253,,,253
,,,,253,,,253
,,,,253,,,253
,,,,254,,,254
,,,,254,,,254
,,,,254,,,254
,,,,254,,,254
,,,,254,,,254
,,,,254,,,254
,,,,255,,,255
,,,,255,,,255
,,,,256,,,256
,,,,256,,,256
,,,,256,,,256
,,,,256,,,256
,,,,256,,,256
,,,,256,,,256
,,,,256,,,256
,,,,257,,,257
,,,,257,,,257
,,,,257,,,257
,,,,257,,,257
,,,,257,,,257
,,,,257,,,257
,,,,258,,,258
,,,,258,,,258
,,,,258,,,258
,,,,258,,,258
,,,,258,,,258
,,,,258,,,258
,,,,258,,,258
,,,,258,,,258
,,,,258,,,258
,,,,259,,,259
,,,,259,,,259
,,,,259,,,259
,,,,259,,,259
,,,,259,,,259
,,,,260,,,260
,,,,260,,,260
,,,,260,,,260
,,,,260,,,260
,,,,261,,,261
,,,,261,,,261
,,,,261,,,261
,,,,261,,,261
,,,,261,,,261
,,,,261,,,261
,,,,261,,,261
,,,,261,,,261
,,,,261,,,261
,,,,262,,,262
,,,,262,,,262
,,,,262,,,262
,,,,262,,,262
,,,,262,,,262
,,,,262,,,262
,,,,263,,,263
,,,,263,,,263
,,,,263,,,263
,,,,263,,,263
,,,,263,,,263
,,,,264,,,264
,,,,264,,,264
,,,,264,,,264
,,,,264,,,264
,,,,264,,,264
,,,,265,,,265
,,,,265,,,265
,,,,265,,,265
,,,,265,,,265
,,,,265,,,265
,,,,265,,,265
,,,,265,,,265
,,,,266,,,266
,,,,266,,,266
,,,,266,,,266
,,,,266,,,266
,,,,267,,,267
,,,,267,,,267
,,,,267,,,267
,,,,267,,,267
,,,,268,,,268
,,,,268,,,268
,,,,268,,,268
,,,,268,,,268
,,,,269,,,269
,,,,269,,,269
,,,,269,,,269
,,,,269,,,269
,,,,269,,,269
,,,,269,,,269
,,,,269,,,269
,,,,269,,,269
,,,,270,,,270
,,,,270,,,270
,,,,270,,,270
,,,,270,,,270
,,,,271,,,271
,,,,271,,,271
,,,,271,,,271
,,,,272,,,272
,,,,272,,,272
,,,,272,,,272
,,,,272,,,272
,,,,272,,,272
,,,,272,,,272
,,,,272,,,272
,,,,273,,,273
,,,,273,,,273
,,,,273,,,273
,,,,273,,,273
,,,,274,,,274
,,,,274,,,274
,,,,274,,,274
,,,,276,,,276
,,,,276,,,276
,,,,276,,,276
,,,,276,,,276
,,,,276,,,276
,,,,277,,,277
,,,,277,,,277
,,,,278,,,278
,,,,278,,,278
,,,,278,,,278
,,,,278,,,278
,,,,278,,,278
,,,,279,,,279
,,,,279,,,279
,,,,279,,,279
,,,,280,,,280
,,,,280,,,280
,,,,280,,,280
,,,,280,,,280
,,,,280,,,280
,,,,280,,,280
,,,,281,,,281
,,,,281,,,281
,,,,282,,,282
,,,,282,,,282
,,,,283,,,283
,,,,284,,,284
,,,,284,,,284
,,,,284,,,284
,,,,284,,,284
,,,,285,,,285
,,,,287,,,287
,,,,287,,,287
,,,,287,,,287
,,,,288,,,288
,,,,288,,,288
,,,,288,,,288
,,,,288,,,288
,,,,289,,,289
,,,,289,,,289
,,,,289,,,289
,,,,296,,,296
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
