OID_,Value,Count,,89,,,89
,,,,271,,,271
,,,,271,,,271
,,,,271,,,271
,,,,271,,,271
,,,,271,,,271
,,,,271,,,271
,,,,271,,,271
,,,,272,,,272
,,,,272,,,272
,,,,272,,,272
,,,,272,,,272
,,,,272,,,272
,,,,273,,,273
,,,,273,,,273
,,,,273,,,273
,,,,273,,,273
,,,,273,,,273
,,,,273,,,273
,,,,273,,,273
,,,,273,,,273
,,,,273,,,273
,,,,274,,,274
,,,,274,,,274
,,,,274,,,274
,,,,274,,,274
,,,,274,,,274
,,,,274,,,274
,,,,274,,,274
,,,,274,,,274
,,,,274,,,274
,,,,275,,,275
,,,,275,,,275
,,,,275,,,275
,,,,275,,,275
,,,,275,,,275
,,,,276,,,276
,,,,276,,,276
,,,,276,,,276
,,,,276,,,276
,,,,276,,,276
,,,,276,,,276
,,,,276,,,276
,,,,277,,,277
,,,,277,,,277
,,,,277,,,277
,,,,277,,,277
,,,,277,,,277
,,,,277,,,277
,,,,277,,,277
,,,,277,,,277
,,,,278,,,278
,,,,278,,,278
,,,,278,,,278
,,,,278,,,278
,,,,278,,,278
,,,,278,,,278
,,,,278,,,278
,,,,279,,,279
,,,,279,,,279
,,,,279,,,279
,,,,279,,,279
,,,,279,,,279
,,,,279,,,279
,,,,279,,,279
,,,,280,,,280
,,,,280,,,280
,,,,280,,,280
,,,,280,,,280
,,,,281,,,281
,,,,281,,,281
,,,,281,,,281
,,,,281,,,281
,,,,281,,,281
,,,,282,,,282
,,,,282,,,282
,,,,282,,,282
,,,,282,,,282
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,283,,,283
,,,,284,,,284
,,,,284,,,284
,,,,284,,,284
,,,,284,,,284
,,,,284,,,284
,,,,284,,,284
,,,,284,,,284
,,,,284,,,284
,,,,285,,,285
,,,,285,,,285
,,,,285,,,285
,,,,285,,,285
,,,,285,,,285
,,,,285,,,285
,,,,285,,,285
,,,,285,,,285
,,,,285,,,285
,,,,286,,,286
,,,,286,,,286
,,,,286,,,286
,,,,286,,,286
,,,,287,,,287
,,,,287,,,287
,,,,287,,,287
,,,,287,,,287
,,,,288,,,288
,,,,288,,,288
,,,,288,,,288
,,,,288,,,288
,,,,288,,,288
,,,,288,,,288
,,,,288,,,288
,,,,288,,,288
,,,,288,,,288
,,,,289,,,289
,,,,289,,,289
,,,,289,,,289
,,,,289,,,289
,,,,289,,,289
,,,,289,,,289
,,,,290,,,290
,,,,290,,,290
,,,,290,,,290
,,,,291,,,291
,,,,291,,,291
,,,,291,,,291
,,,,292,,,292
,,,,292,,,292
,,,,293,,,293
,,,,294,,,294
,,,,294,,,294
,,,,295,,,295
,,,,295,,,295
,,,,295,,,295
,,,,295,,,295
,,,,295,,,295
,,,,296,,,296
,,,,296,,,296
,,,,297,,,297
,,,,297,,,297
,,,,297,,,297
,,,,297,,,297
,,,,298,,,298
,,,,299,,,299
,,,,299,,,299
,,,,299,,,299
,,,,299,,,299
,,,,303,,,303
,,,,303,,,303
,,,,304,,,304
,,,,305,,,305
,,,,306,,,306
,,,,307,,,307
,,,,308,,,308
,,,,310,,,310
,,,,311,,,311
,,,,311,,,311
,,,,325,,,325
,,,,335,,,335
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
