OID_,Value,Count,,61,,61
1,61,1,,62,,62
2,62,1,,66,,66
3,66,1,,69,,69
4,69,1,,70,,70
5,70,1,,71,,71
6,71,1,,72,,72
7,72,3,,72,,72
10,73,1,,72,,72
11,74,1,,73,,73
12,75,3,,74,,74
15,76,4,,75,,75
19,77,6,,75,,75
25,78,5,,75,,75
30,79,4,,76,,76
34,80,4,,76,,76
38,81,3,,76,,76
41,82,5,,76,,76
46,83,11,,77,,77
57,84,4,,77,,77
61,85,6,,77,,77
67,86,5,,77,,77
72,87,7,,77,,77
79,88,5,,77,,77
84,89,7,,78,,78
91,90,6,,78,,78
97,91,10,,78,,78
107,92,8,,78,,78
115,93,9,,78,,78
124,94,8,,79,,79
132,95,11,,79,,79
143,96,9,,79,,79
152,97,13,,79,,79
165,98,10,,80,,80
175,99,12,,80,,80
187,100,13,,80,,80
200,101,7,,80,,80
207,102,10,,81,,81
217,103,14,,81,,81
231,104,17,,81,,81
248,105,13,,82,,82
261,106,12,,82,,82
273,107,12,,82,,82
285,108,8,,82,,82
293,109,12,,82,,82
305,110,8,,83,,83
313,111,8,,83,,83
321,112,15,,83,,83
336,113,15,,83,,83
351,114,9,,83,,83
360,115,9,,83,,83
369,116,12,,83,,83
381,117,8,,83,,83
389,118,13,,83,,83
402,119,12,,83,,83
414,120,12,,83,,83
426,121,10,,84,,84
436,122,13,,84,,84
449,123,10,,84,,84
459,124,7,,84,,84
466,125,8,,85,,85
474,126,22,,85,,85
496,127,13,,85,,85
509,128,15,,85,,85
524,129,18,,85,,85
542,130,23,,85,,85
565,131,20,,86,,86
585,132,26,,86,,86
611,133,28,,86,,86
639,134,24,,86,,86
663,135,36,,86,,86
699,136,42,,87,,87
741,137,36,,87,,87
777,138,37,,87,,87
814,139,38,,87,,87
852,140,38,,87,,87
890,141,51,,87,,87
941,142,42,,87,,87
983,143,39,,88,,88
1022,144,38,,88,,88
1060,145,40,,88,,88
1100,146,44,,88,,88
1144,147,51,,88,,88
1195,148,49,,89,,89
1244,149,48,,89,,89
1292,150,59,,89,,89
1351,151,58,,89,,89
1409,152,53,,89,,89
1462,153,59,,89,,89
1521,154,57,,89,,89
1578,155,82,,90,,90
1660,156,70,,90,,90
1730,157,77,,90,,90
1807,158,61,,90,,90
1868,159,71,,90,,90
1939,160,85,,90,,90
2024,161,73,,91,,91
2097,162,77,,91,,91
2174,163,72,,91,,91
2246,164,55,,91,,91
2301,165,64,,91,,91
2365,166,55,,91,,91
2420,167,73,,91,,91
2493,168,74,,91,,91
2567,169,71,,91,,91
2638,170,68,,91,,91
2706,171,45,,92,,92
2751,172,52,,92,,92
2803,173,67,,92,,92
2870,174,57,,92,,92
2927,175,54,,92,,92
2981,176,53,,92,,92
3034,177,47,,92,,92
3081,178,58,,92,,92
3139,179,60,,93,,93
3199,180,56,,93,,93
3255,181,63,,93,,93
3318,182,64,,93,,93
3382,183,57,,93,,93
3439,184,44,,93,,93
3483,185,43,,93,,93
3526,186,70,,93,,93
3596,187,53,,93,,93
3649,188,41,,94,,94
3690,189,34,,94,,94
3724,190,53,,94,,94
3777,191,46,,94,,94
3823,192,42,,94,,94
3865,193,56,,94,,94
3921,194,43,,94,,94
3964,195,29,,94,,94
3993,196,35,,95,,95
4028,197,36,,95,,95
4064,198,27,,95,,95
4091,199,37,,95,,95
4128,200,38,,95,,95
4166,201,27,,95,,95
4193,202,30,,95,,95
4223,203,23,,95,,95
4246,204,19,,95,,95
4265,205,16,,95,,95
4281,206,14,,95,,95
4295,207,16,,96,,96
4311,208,22,,96,,96
4333,209,16,,96,,96
4349,210,10,,96,,96
4359,211,12,,96,,96
4371,212,8,,96,,96
4379,213,13,,96,,96
4392,214,8,,96,,96
4400,215,11,,96,,96
4411,216,9,,97,,97
4420,217,9,,97,,97
4429,218,10,,97,,97
4439,219,10,,97,,97
4449,220,6,,97,,97
4455,221,8,,97,,97
4463,222,7,,97,,97
4470,223,12,,97,,97
4482,224,7,,97,,97
4489,225,8,,97,,97
4497,226,10,,97,,97
4507,227,7,,97,,97
4514,228,13,,97,,97
4527,229,5,,98,,98
4532,230,15,,98,,98
4547,231,8,,98,,98
4555,232,10,,98,,98
4565,233,10,,98,,98
4575,234,22,,98,,98
4597,235,15,,98,,98
4612,236,19,,98,,98
4631,237,28,,98,,98
4659,238,21,,98,,98
4680,239,21,,99,,99
4701,240,37,,99,,99
4738,241,27,,99,,99
4765,242,37,,99,,99
4802,243,29,,99,,99
4831,244,37,,99,,99
4868,245,48,,99,,99
4916,246,27,,99,,99
4943,247,60,,99,,99
5003,248,44,,99,,99
