OID_,Value,Count,,72,,72
1,72,1,,74,,74
2,74,1,,77,,77
3,77,1,,79,,79
4,79,1,,84,,84
5,84,1,,85,,85
6,85,1,,86,,86
7,86,1,,87,,87
8,87,4,,87,,87
12,88,4,,87,,87
16,89,9,,87,,87
25,90,8,,88,,88
33,91,5,,88,,88
38,92,9,,88,,88
47,93,18,,88,,88
65,94,15,,89,,89
80,95,31,,89,,89
111,96,25,,89,,89
136,97,30,,89,,89
166,98,36,,89,,89
202,99,34,,89,,89
236,100,48,,89,,89
284,101,45,,89,,89
329,102,39,,89,,89
368,103,55,,90,,90
423,104,58,,90,,90
481,105,73,,90,,90
554,106,74,,90,,90
628,107,52,,90,,90
680,108,86,,90,,90
766,109,99,,90,,90
865,110,111,,90,,90
976,111,138,,91,,91
1114,112,106,,91,,91
1220,113,136,,91,,91
1356,114,146,,91,,91
1502,115,155,,91,,91
1657,116,167,,92,,92
1824,117,189,,92,,92
2013,118,212,,92,,92
2225,119,198,,92,,92
2423,120,214,,92,,92
2637,121,270,,92,,92
2907,122,236,,92,,92
3143,123,275,,92,,92
3418,124,282,,92,,92
3700,125,288,,93,,93
3988,126,289,,93,,93
4277,127,318,,93,,93
4595,128,332,,93,,93
4927,129,307,,93,,93
5234,130,289,,93,,93
5523,131,310,,93,,93
5833,132,295,,93,,93
6128,133,254,,93,,93
6382,134,287,,93,,93
6669,135,259,,93,,93
6928,136,255,,93,,93
7183,137,200,,93,,93
7383,138,199,,93,,93
7582,139,170,,93,,93
7752,140,166,,93,,93
7918,141,149,,93,,93
8067,142,125,,93,,93
8192,143,123,,94,,94
8315,144,109,,94,,94
8424,145,112,,94,,94
8536,146,92,,94,,94
8628,147,80,,94,,94
8708,148,81,,94,,94
8789,149,69,,94,,94
8858,150,49,,94,,94
8907,151,54,,94,,94
8961,152,50,,94,,94
9011,153,56,,94,,94
9067,154,28,,94,,94
9095,155,43,,94,,94
9138,156,26,,94,,94
9164,157,27,,94,,94
9191,158,21,,95,,95
9212,159,24,,95,,95
9236,160,11,,95,,95
9247,161,18,,95,,95
9265,162,11,,95,,95
9276,163,12,,95,,95
9288,164,21,,95,,95
9309,165,7,,95,,95
9316,166,15,,95,,95
9331,167,7,,95,,95
9338,168,9,,95,,95
9347,170,6,,95,,95
9353,171,3,,95,,95
9356,172,1,,95,,95
9357,173,5,,95,,95
9362,174,2,,95,,95
9364,175,5,,95,,95
9369,176,6,,95,,95
9375,177,5,,95,,95
9380,178,3,,95,,95
9383,179,4,,95,,95
9387,180,5,,95,,95
9392,181,3,,95,,95
9395,183,4,,95,,95
9399,184,1,,95,,95
9400,185,3,,95,,95
9403,187,2,,95,,95
9405,188,1,,95,,95
9406,191,2,,95,,95
9408,192,5,,95,,95
9413,195,2,,95,,95
9415,196,2,,96,,96
9417,198,4,,96,,96
9421,199,2,,96,,96
9423,200,3,,96,,96
9426,201,1,,96,,96
9427,204,2,,96,,96
9429,205,1,,96,,96
9430,206,2,,96,,96
9432,207,2,,96,,96
9434,208,1,,96,,96
9435,209,1,,96,,96
9436,210,1,,96,,96
9437,211,2,,96,,96
9439,214,3,,96,,96
9442,215,2,,96,,96
9444,217,1,,96,,96
9445,218,2,,96,,96
9447,219,6,,96,,96
9453,220,2,,96,,96
9455,221,2,,96,,96
9457,222,3,,96,,96
9460,223,2,,96,,96
9462,224,8,,96,,96
9470,226,2,,96,,96
9472,227,3,,96,,96
9475,228,3,,97,,97
9478,229,8,,97,,97
9486,231,4,,97,,97
9490,232,7,,97,,97
9497,233,9,,97,,97
9506,234,12,,97,,97
9518,235,11,,97,,97
9529,236,8,,97,,97
9537,237,19,,97,,97
9556,238,12,,97,,97
9568,239,16,,97,,97
9584,240,19,,97,,97
9603,241,29,,97,,97
9632,242,25,,97,,97
9657,243,22,,97,,97
9679,244,39,,97,,97
9718,245,36,,97,,97
9754,246,35,,97,,97
9789,247,47,,97,,97
9836,248,39,,97,,97
9875,249,35,,97,,97
9910,250,28,,97,,97
9938,251,33,,97,,97
9971,252,28,,97,,97
9999,253,26,,97,,97
10025,254,23,,97,,97
