OID_,Value,Count,,111
1,111,1,,114
2,114,1,,115
3,115,2,,115
5,119,1,,119
6,120,1,,120
7,122,1,,122
8,130,1,,130
9,200,1,,200
10,205,1,,205
11,206,1,,206
12,207,2,,207
14,208,2,,207
16,209,1,,208
17,212,1,,208
18,214,1,,209
19,215,2,,212
21,216,1,,214
22,217,2,,215
24,218,1,,215
25,219,1,,216
26,221,1,,217
27,222,4,,217
31,223,1,,218
32,224,1,,219
33,225,2,,221
35,226,2,,222
37,231,1,,222
38,232,1,,222
39,237,1,,222
40,245,2,,223
42,292,1,,224
43,296,1,,225
44,300,2,,225
46,301,1,,226
47,302,3,,226
50,305,1,,231
51,306,2,,232
53,307,1,,237
54,308,3,,245
57,309,1,,245
58,310,4,,292
62,311,7,,296
69,312,5,,300
74,313,15,,300
89,314,11,,301
100,315,9,,302
109,316,14,,302
123,317,10,,302
133,318,9,,305
142,319,10,,306
152,320,11,,306
163,321,7,,307
170,322,6,,308
176,323,4,,308
180,324,6,,308
186,325,4,,309
190,326,7,,310
197,327,5,,310
202,328,2,,310
204,329,4,,310
208,330,5,,311
213,331,2,,311
215,332,2,,311
217,333,3,,311
220,334,6,,311
226,335,3,,311
229,336,5,,311
234,337,7,,312
241,338,7,,312
248,339,3,,312
251,340,11,,312
262,341,6,,312
268,342,5,,313
273,343,13,,313
286,344,6,,313
292,345,6,,313
298,346,7,,313
305,347,11,,313
316,348,6,,313
322,349,6,,313
328,350,10,,313
338,351,3,,313
341,352,8,,313
349,353,3,,313
352,354,2,,313
354,355,1,,313
355,356,1,,313
356,357,3,,314
359,359,1,,314
360,360,2,,314
362,361,1,,314
363,371,1,,314
364,372,1,,314
,,,,314
,,,,314
,,,,314
,,,,314
,,,,314
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,316
,,,,316
,,,,316
,,,,316
,,,,316
,,,,316
,,,,316
,,,,316
,,,,316
,,,,316
,,,,316
,,,,316
,,,,316
,,,,316
,,,,317
,,,,317
,,,,317
,,,,317
,,,,317
,,,,317
,,,,317
,,,,317
,,,,317
,,,,317
,,,,318
,,,,318
,,,,318
,,,,318
,,,,318
,,,,318
,,,,318
,,,,318
,,,,318
,,,,319
,,,,319
,,,,319
,,,,319
,,,,319
,,,,319
,,,,319
,,,,319
,,,,319
,,,,319
,,,,320
,,,,320
,,,,320
,,,,320
,,,,320
,,,,320
,,,,320
,,,,320
,,,,320
,,,,320
,,,,320
,,,,321
,,,,321
,,,,321
,,,,321
,,,,321
,,,,321
,,,,321
,,,,322
,,,,322
,,,,322
,,,,322
,,,,322
,,,,322
,,,,323
,,,,323
,,,,323
,,,,323
,,,,324
,,,,324
,,,,324
,,,,324
,,,,324
,,,,324
,,,,325
,,,,325
,,,,325
,,,,325
,,,,326
,,,,326
,,,,326
,,,,326
,,,,326
,,,,326
,,,,326
,,,,327
,,,,327
,,,,327
,,,,327
,,,,327
,,,,328
,,,,328
,,,,329
,,,,329
,,,,329
,,,,329
,,,,330
,,,,330
,,,,330
,,,,330
,,,,330
,,,,331
,,,,331
,,,,332
,,,,332
,,,,333
,,,,333
,,,,333
,,,,334
,,,,334
,,,,334
,,,,334
,,,,334
,,,,334
,,,,335
,,,,335
,,,,335
,,,,336
,,,,336
,,,,336
,,,,336
,,,,336
,,,,337
,,,,337
,,,,337
,,,,337
,,,,337
,,,,337
,,,,337
,,,,338
,,,,338
,,,,338
,,,,338
,,,,338
,,,,338
,,,,338
,,,,339
,,,,339
,,,,339
,,,,340
,,,,340
,,,,340
,,,,340
,,,,340
,,,,340
,,,,340
,,,,340
,,,,340
,,,,340
,,,,340
,,,,341
,,,,341
,,,,341
,,,,341
,,,,341
,,,,341
,,,,342
,,,,342
,,,,342
,,,,342
,,,,342
,,,,343
,,,,343
,,,,343
,,,,343
,,,,343
,,,,343
,,,,343
,,,,343
,,,,343
,,,,343
,,,,343
,,,,343
,,,,343
,,,,344
,,,,344
,,,,344
,,,,344
,,,,344
,,,,344
,,,,345
,,,,345
,,,,345
,,,,345
,,,,345
,,,,345
,,,,346
,,,,346
,,,,346
,,,,346
,,,,346
,,,,346
,,,,346
,,,,347
,,,,347
,,,,347
,,,,347
,,,,347
,,,,347
,,,,347
,,,,347
,,,,347
,,,,347
,,,,347
,,,,348
,,,,348
,,,,348
,,,,348
,,,,348
,,,,348
,,,,349
,,,,349
,,,,349
,,,,349
,,,,349
,,,,349
,,,,350
,,,,350
,,,,350
,,,,350
,,,,350
,,,,350
,,,,350
,,,,350
,,,,350
,,,,350
,,,,351
,,,,351
,,,,351
,,,,352
,,,,352
,,,,352
,,,,352
,,,,352
,,,,352
,,,,352
,,,,352
,,,,353
,,,,353
,,,,353
,,,,354
,,,,354
,,,,355
,,,,356
,,,,357
,,,,357
,,,,357
,,,,359
,,,,360
,,,,360
,,,,361
,,,,371
,,,,372
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
